index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
7708,1,No,None,Visual,YLS9R3,Male,Yes,85.0,15.0,10.0,16.0,5.0,97.0,23:00,7:00,walk,black
7709,2,No,Sports,Visual,ABI61V,Male,Yes,73.0,19.0,0.0,15.0,19.0,90.0,21:30,5:30,public transport,red
7710,1,No,Arts,Auditory,UM2L8J,Male,Yes,53.0,21.0,9.0,15.0,18.0,96.0,22:30,6:30,private transport,black
7711,1,No,None,Visual,S0UN2Y,Female,Yes,81.0,20.0,5.0,5.0,10.0,98.0,23:00,7:00,walk,blue
7712,0,No,None,Auditory,6OHIZO,Male,Yes,68.0,12.0,9.0,15.0,9.0,91.0,22:30,6:30,private transport,black
7713,2,No,Sports,Visual,8U3D52,Male,No,69.0,22.0,0.0,16.0,6.0,98.0,22:00,6:00,private transport,white
7714,1,No,Sports,Auditory,HX4DE5,Female,No,62.0,10.0,17.0,16.0,10.0,91.0,21:00,5:00,public transport,yellow
7715,1,Yes,Sports,Visual,IZ7VXQ,Male,Y,,16.0,1.0,16.0,6.0,96.0,23:00,7:00,walk,white
7716,1,No,Sports,Visual,G4Z1A2,Male,Yes,70.0,20.0,4.0,16.0,16.0,90.0,22:30,6:30,private transport,yellow
7717,1,Yes,Arts,Auditory,G0YDTP,Female,N,79.0,3.0,14.0,15.0,6.0,92.0,21:00,5:00,public transport,white
7718,1,No,Sports,Visual,I7XRXZ,Female,Yes,52.0,14.0,16.0,16.0,8.0,93.0,22:30,6:30,private transport,green
7719,1,No,None,Visual,QBZ9BJ,Female,Yes,60.0,0.0,28.0,15.0,13.0,91.0,23:00,7:00,walk,red
7720,1,No,Clubs,Visual,R3L3V7,Female,Yes,50.0,1.0,29.0,16.0,5.0,95.0,22:30,6:30,private transport,white
7721,0,No,Sports,Auditory,Z6F640,Male,N,71.0,22.0,0.0,15.0,5.0,93.0,22:00,6:00,private transport,white
7722,1,Yes,None,Visual,T8X4PJ,Female,Yes,98.0,9.0,8.0,16.0,6.0,92.0,21:30,5:30,public transport,red
7723,2,No,None,Visual,O7LEXE,Male,Yes,72.0,20.0,2.0,16.0,18.0,96.0,22:00,6:00,private transport,red
7724,1,Yes,None,Auditory,TEUUAN,Female,Yes,75.0,10.0,7.0,15.0,14.0,94.0,0:00,7:00,walk,green
7725,2,No,None,Visual,KBMEY9,Male,Yes,82.0,10.0,7.0,16.0,6.0,98.0,23:00,7:00,walk,green
7726,1,No,Sports,Visual,DI0I2J,Female,No,54.0,27.0,3.0,15.0,12.0,93.0,21:30,5:30,public transport,yellow
7727,2,Yes,Arts,Auditory,TY0JW8,Male,Yes,58.0,13.0,3.0,16.0,19.0,90.0,21:30,5:30,public transport,red
7728,1,No,CLUBS,Auditory,J7S480,Female,No,43.0,14.0,10.0,16.0,7.0,93.0,22:00,6:00,private transport,yellow
7729,1,No,Sports,Auditory,95RRFU,Female,Y,70.0,20.0,8.0,15.0,18.0,95.0,21:00,5:00,public transport,red
7730,2,No,Sports,Visual,49GU0C,Female,Yes,58.0,4.0,18.0,15.0,8.0,,21:00,5:00,public transport,blue
7731,1,No,Clubs,Auditory,HDYJRK,Female,Yes,66.0,4.0,18.0,16.0,18.0,94.0,21:30,5:30,public transport,blue
7732,1,No,None,Auditory,JI9DR6,Male,No,65.0,12.0,16.0,15.0,8.0,94.0,21:00,5:00,public transport,blue
7733,1,Yes,SPORTS,Visual,DA7FHX,Female,No,58.0,18.0,9.0,16.0,12.0,95.0,22:00,6:00,private transport,green
7734,2,No,Clubs,Visual,ZFSEF8,Male,Yes,55.0,15.0,7.0,15.0,8.0,98.0,23:00,7:00,walk,green
7735,1,No,Clubs,Visual,VKMGFE,Female,Yes,72.0,18.0,6.0,16.0,16.0,96.0,21:00,5:00,public transport,yellow
7736,1,Yes,Arts,Auditory,XMGQQ4,Female,No,56.0,10.0,15.0,15.0,7.0,95.0,23:00,7:00,walk,black
7737,0,No,Clubs,Auditory,WAC4GU,Female,Yes,72.0,17.0,6.0,15.0,7.0,93.0,22:30,6:30,private transport,yellow
7738,2,Yes,Clubs,Visual,GAK12H,Male,No,72.0,15.0,5.0,15.0,20.0,97.0,23:00,7:00,walk,white
7739,1,No,Arts,Visual,ZKL6AH,Female,No,47.0,8.0,22.0,16.0,5.0,63.0,1:00,6:00,private transport,green
7740,1,Yes,Clubs,Visual,YFOK2W,Female,No,55.0,16.0,11.0,15.0,8.0,95.0,22:30,6:30,private transport,yellow
7741,1,No,Arts,Auditory,U4BGQY,Female,No,52.0,9.0,16.0,16.0,10.0,,22:00,6:00,private transport,white
7742,2,No,None,Auditory,JMCOGO,Female,No,56.0,11.0,8.0,16.0,8.0,,21:30,5:30,public transport,white
7743,2,No,Clubs,Visual,VG6LXS,Male,No,71.0,12.0,11.0,16.0,8.0,98.0,23:00,7:00,walk,blue
7744,0,No,Arts,Visual,788UAR,Female,No,75.0,2.0,25.0,15.0,10.0,97.0,21:30,5:30,public transport,black
7745,2,Yes,Arts,Auditory,4B5KSN,Male,Y,63.0,11.0,5.0,15.0,18.0,99.0,23:00,7:00,walk,red
7746,0,Yes,Clubs,Visual,Z4IOIC,Female,No,69.0,5.0,11.0,15.0,15.0,99.0,23:00,7:00,walk,red
7747,1,Yes,Arts,Visual,SH2KEL,Female,No,46.0,7.0,23.0,15.0,7.0,66.0,23:30,5:30,public transport,green
7748,0,Yes,Clubs,Visual,9Y8ZED,Male,Yes,89.0,14.0,2.0,16.0,9.0,98.0,21:00,5:00,public transport,blue
7749,1,Yes,Sports,Visual,NO75NM,Female,No,56.0,20.0,7.0,15.0,17.0,,21:30,5:30,public transport,red
7750,0,Yes,Sports,Auditory,BFKHJL,Female,Yes,75.0,10.0,6.0,15.0,11.0,98.0,23:00,7:00,walk,green
7751,0,Yes,Clubs,Visual,5KBBGL,Male,No,77.0,16.0,2.0,16.0,10.0,92.0,21:30,5:30,public transport,yellow
7752,1,No,Arts,Visual,E896L7,Female,No,54.0,25.0,5.0,16.0,19.0,91.0,22:00,6:00,private transport,green
7753,0,No,Clubs,Visual,14NNUE,Male,No,83.0,16.0,8.0,15.0,8.0,95.0,21:30,5:30,public transport,blue
7754,2,No,Clubs,Auditory,AMGB2M,Female,Yes,70.0,6.0,15.0,16.0,19.0,97.0,23:00,7:00,walk,yellow
7755,2,No,None,Visual,T03K17,Male,No,80.0,17.0,0.0,16.0,7.0,97.0,22:30,6:30,private transport,green
7756,0,No,None,Visual,U042ET,Female,Yes,87.0,15.0,8.0,16.0,5.0,95.0,21:30,5:30,public transport,yellow
7757,2,No,Clubs,Auditory,P0Z4V0,Male,Yes,44.0,23.0,0.0,15.0,3.0,73.0,23:30,5:30,public transport,black
7758,0,No,Arts,Auditory,Y20R0P,Male,Yes,72.0,18.0,5.0,16.0,8.0,100.0,23:00,7:00,walk,blue
7759,2,No,Sports,Auditory,2LSTGW,Male,Yes,53.0,15.0,4.0,15.0,16.0,,22:30,6:30,private transport,black
7760,1,No,Sports,Visual,TMCAOX,Male,Yes,62.0,12.0,16.0,16.0,14.0,95.0,22:30,6:30,private transport,blue
7761,1,No,None,Auditory,6J9E9G,Male,Yes,60.0,22.0,0.0,16.0,15.0,100.0,22:00,6:00,private transport,green
7762,0,No,Clubs,Auditory,AKWGVG,Male,Yes,57.0,13.0,8.0,16.0,18.0,100.0,22:30,6:30,private transport,blue
7763,2,No,Sports,Auditory,GU4FSC,Male,Yes,70.0,15.0,6.0,15.0,7.0,98.0,22:00,6:00,private transport,yellow
7764,0,No,Sports,Auditory,UBHMQA,Male,No,94.0,24.0,1.0,16.0,5.0,94.0,23:00,7:00,walk,green
7765,1,No,ARTS,Auditory,OHQYDO,Male,No,48.0,26.0,4.0,16.0,14.0,76.0,23:00,6:00,private transport,black
7766,1,No,None,Visual,IGOHAC,Male,Yes,62.0,24.0,4.0,15.0,7.0,92.0,22:00,6:00,private transport,black
7767,1,No,Clubs,Auditory,M6TU17,Male,Yes,61.0,19.0,3.0,15.0,11.0,98.0,22:00,6:00,private transport,black
7768,2,No,None,Visual,O4CFHD,Male,No,74.0,23.0,0.0,15.0,20.0,93.0,21:00,5:00,public transport,blue
7769,1,No,Arts,Visual,JM0YVX,Female,No,53.0,5.0,25.0,16.0,10.0,96.0,23:00,7:00,walk,white
7770,2,Yes,Arts,Visual,133SOF,Male,Yes,68.0,14.0,0.0,15.0,19.0,95.0,23:00,7:00,walk,white
7771,1,No,None,Auditory,Z84H51,Female,Yes,64.0,20.0,7.0,15.0,18.0,98.0,21:30,5:30,public transport,black
7772,1,No,Arts,Auditory,MRFTHY,Female,No,52.0,4.0,21.0,16.0,7.0,95.0,23:00,7:00,walk,black
7773,1,No,Arts,Auditory,6O5UVY,Male,Yes,62.0,24.0,4.0,16.0,16.0,93.0,21:30,5:30,public transport,yellow
7774,1,Yes,Clubs,Auditory,B67A2K,Male,Yes,66.0,19.0,2.0,16.0,14.0,94.0,22:30,6:30,private transport,white
7775,1,Yes,Sports,Auditory,ZE3XSB,Female,Yes,43.0,19.0,9.0,16.0,5.0,66.0,23:00,5:00,public transport,black
7776,1,No,Arts,Visual,S90BRW,Female,Yes,76.0,2.0,23.0,16.0,12.0,97.0,23:00,7:00,walk,green
7777,1,No,Clubs,Visual,QD6MXS,Female,No,48.0,4.0,26.0,16.0,4.0,95.0,22:30,6:30,private transport,black
7778,0,No,None,Auditory,0HGMPE,Male,Yes,91.0,14.0,7.0,16.0,8.0,100.0,22:00,6:00,private transport,blue
7779,1,No,Clubs,Auditory,RN9EUY,Male,Yes,48.0,18.0,12.0,15.0,5.0,97.0,22:00,6:00,private transport,yellow
7780,1,No,Arts,Auditory,4KM3FH,Male,Yes,59.0,10.0,18.0,16.0,19.0,98.0,22:00,6:00,private transport,yellow
7781,2,No,None,Visual,J4FIA6,Female,No,81.0,11.0,6.0,16.0,9.0,,22:30,6:30,private transport,black
7782,2,Yes,Clubs,Visual,TN3CMJ,Male,No,67.0,14.0,1.0,15.0,10.0,91.0,22:00,6:00,private transport,yellow
7783,2,Yes,Clubs,Visual,FOP6X5,Male,No,79.0,14.0,0.0,16.0,9.0,93.0,22:00,6:00,private transport,white
7784,1,No,Sports,Auditory,SM33V8,Female,Yes,62.0,20.0,5.0,16.0,16.0,95.0,22:30,6:30,private transport,yellow
7785,0,No,Sports,Auditory,QFFAZ7,Female,No,62.0,23.0,4.0,16.0,17.0,98.0,23:00,7:00,walk,black
7786,0,No,Clubs,Auditory,HDMO2F,Female,No,,11.0,16.0,15.0,9.0,92.0,21:00,5:00,public transport,black
7787,1,Yes,Arts,Auditory,ZJ5WJC,Male,Yes,76.0,10.0,7.0,16.0,8.0,91.0,23:00,7:00,walk,yellow
7788,2,No,Sports,Visual,8D0X4Q,Male,Yes,77.0,10.0,7.0,15.0,8.0,94.0,21:30,5:30,public transport,blue
7789,0,No,Arts,Auditory,HA5IBW,Female,No,70.0,16.0,7.0,16.0,13.0,98.0,21:30,5:30,public transport,black
7790,2,No,Arts,Auditory,FDS8ZF,Female,Yes,57.0,8.0,14.0,15.0,15.0,97.0,21:00,5:00,public transport,blue
7791,0,No,None,Visual,K3CFUO,Male,Yes,90.0,18.0,1.0,16.0,9.0,93.0,21:30,5:30,public transport,yellow
7792,1,No,Clubs,Visual,QED1V3,Female,Yes,70.0,13.0,11.0,16.0,13.0,95.0,22:30,6:30,private transport,blue
7793,1,No,None,Visual,DC9H45,Female,Yes,76.0,1.0,24.0,16.0,9.0,98.0,21:00,5:00,public transport,blue
7794,1,Yes,None,Visual,IUZXRC,Male,Yes,81.0,10.0,9.0,15.0,8.0,92.0,22:00,6:00,private transport,yellow
7795,0,No,Arts,Auditory,35Q26F,Male,No,68.0,10.0,10.0,15.0,8.0,,22:30,6:30,private transport,red
7796,0,No,None,Visual,BNLECO,Female,No,63.0,18.0,9.0,16.0,19.0,97.0,21:00,5:00,public transport,white
7797,0,Yes,Arts,Auditory,JXBYYG,Male,Yes,79.0,11.0,9.0,16.0,9.0,92.0,22:30,6:30,private transport,blue
7798,1,No,Sports,Auditory,4PUKSY,Female,Yes,53.0,16.0,14.0,15.0,12.0,91.0,21:30,5:30,public transport,yellow
7799,0,No,Sports,Auditory,GTVC4T,Male,Yes,89.0,22.0,0.0,16.0,8.0,91.0,22:30,6:30,private transport,yellow
7800,1,No,Arts,Visual,5PMQVH,Male,Yes,67.0,23.0,1.0,15.0,14.0,92.0,21:00,5:00,public transport,blue
7801,1,No,CLUBS,Auditory,M7E46G,Male,Yes,66.0,22.0,0.0,15.0,5.0,94.0,22:00,6:00,private transport,blue
7802,1,No,Arts,Visual,77JZJ3,Female,Yes,67.0,7.0,21.0,15.0,15.0,99.0,21:30,5:30,public transport,white
7803,2,Yes,Sports,Visual,H34KD0,Male,No,77.0,11.0,3.0,15.0,9.0,97.0,23:00,7:00,walk,red
7804,1,No,Arts,Auditory,2Y8X8B,Male,No,59.0,16.0,15.0,15.0,17.0,97.0,22:30,6:30,private transport,blue
7805,1,No,Sports,Auditory,1AA23V,Male,N,44.0,16.0,8.0,16.0,13.0,92.0,23:00,7:00,walk,blue
7806,2,No,Sports,Visual,UV74FT,Male,Yes,52.0,13.0,9.0,15.0,14.0,91.0,21:30,5:30,public transport,white
7807,0,No,None,Visual,0EIVK8,Female,No,74.0,8.0,19.0,15.0,8.0,91.0,21:00,5:00,public transport,black
7808,1,Yes,Arts,Auditory,IOBC72,Female,Yes,75.0,8.0,9.0,15.0,8.0,94.0,21:30,5:30,public transport,blue
7809,2,No,Arts,Visual,M5TS4S,Female,No,71.0,9.0,14.0,15.0,11.0,97.0,22:30,6:30,private transport,black
7810,0,No,None,Auditory,EB94QM,Female,Yes,70.0,8.0,19.0,15.0,7.0,95.0,22:30,6:30,private transport,green
7811,0,No,Sports,Auditory,26Q11K,Female,No,60.0,3.0,24.0,15.0,12.0,96.0,21:00,5:00,public transport,white
7812,1,No,Clubs,Auditory,9PWDB1,Male,No,45.0,25.0,3.0,15.0,2.0,91.0,22:30,6:30,private transport,black
7813,0,No,None,Visual,CISBMM,Male,Yes,90.0,15.0,4.0,15.0,8.0,96.0,21:00,5:00,public transport,black
7814,2,No,Arts,Auditory,8O7PI2,Female,Yes,57.0,11.0,8.0,16.0,14.0,92.0,21:30,5:30,public transport,blue
7815,2,No,None,Visual,SGDGG9,Male,Yes,68.0,21.0,1.0,15.0,15.0,92.0,23:00,7:00,walk,white
7816,2,No,Clubs,Auditory,QM6SSZ,Male,Yes,74.0,11.0,10.0,16.0,17.0,100.0,21:00,5:00,public transport,green
7817,2,No,None,Auditory,MZO1UF,Male,No,73.0,13.0,8.0,16.0,14.0,93.0,23:00,7:00,walk,black
7818,1,No,Sports,Auditory,7W4N4I,Male,No,61.0,23.0,5.0,16.0,9.0,92.0,22:00,6:00,private transport,yellow
7819,1,Yes,ARTS,Auditory,N1SNKX,Female,Yes,69.0,11.0,10.0,15.0,16.0,98.0,21:00,5:00,public transport,green
7820,1,Yes,None,Visual,P5T2KX,Male,Yes,95.0,10.0,7.0,16.0,5.0,98.0,21:00,5:00,public transport,blue
7821,1,Yes,Clubs,Auditory,A9EP7C,Female,No,86.0,13.0,4.0,16.0,8.0,,21:00,5:00,public transport,black
7822,1,No,Arts,Auditory,Q2EW6L,Male,Yes,65.0,11.0,16.0,15.0,14.0,95.0,23:00,7:00,walk,green
7823,0,No,None,Auditory,C31C8W,Male,No,69.0,13.0,14.0,16.0,20.0,95.0,22:00,6:00,private transport,green
7824,1,No,Sports,Visual,EME91F,Female,No,47.0,13.0,12.0,16.0,13.0,98.0,23:00,7:00,walk,yellow
7825,1,No,Sports,Auditory,QO0CBN,Female,Yes,64.0,4.0,24.0,16.0,6.0,99.0,22:30,6:30,private transport,white
7826,0,No,Sports,Visual,VDEENW,Male,No,95.0,18.0,0.0,6.0,8.0,97.0,22:30,6:30,private transport,green
7827,1,No,None,Auditory,3HLVIQ,Female,Yes,68.0,0.0,22.0,15.0,8.0,95.0,23:00,7:00,walk,yellow
7828,0,No,Clubs,Visual,C8QF31,Male,Yes,74.0,15.0,8.0,16.0,20.0,,22:00,6:00,private transport,white
7829,2,No,Sports,Auditory,MO70DT,Female,Yes,76.0,5.0,16.0,15.0,18.0,91.0,21:00,5:00,public transport,white
7830,2,No,Sports,Auditory,I2FVSV,Female,Yes,45.0,12.0,12.0,16.0,9.0,98.0,22:30,6:30,private transport,red
7831,2,No,Sports,Auditory,BO4YH3,Male,Yes,57.0,13.0,6.0,16.0,18.0,93.0,23:00,7:00,walk,white
7832,2,No,None,Visual,L3BJ29,Male,Yes,80.0,19.0,0.0,16.0,9.0,98.0,21:00,5:00,public transport,green
7833,0,No,Sports,Visual,LIYW1A,Male,No,87.0,17.0,6.0,5.0,6.0,98.0,23:00,7:00,walk,red
7834,2,Yes,Sports,Visual,2G70D2,Female,No,84.0,11.0,7.0,15.0,10.0,92.0,22:00,6:00,private transport,red
7835,1,No,Clubs,Visual,L7HNTP,Male,No,52.0,22.0,8.0,16.0,15.0,92.0,21:30,5:30,public transport,white
7836,1,No,Arts,Auditory,DJ5TG8,Female,Yes,63.0,20.0,7.0,16.0,10.0,90.0,21:00,5:00,public transport,blue
7837,2,Yes,Sports,Auditory,7IEV3N,Female,No,48.0,18.0,1.0,16.0,14.0,91.0,22:00,6:00,private transport,green
7838,2,No,Clubs,Visual,MP4297,Female,Yes,70.0,20.0,2.0,16.0,7.0,96.0,23:00,7:00,walk,red
7839,1,No,Clubs,Visual,RCU9OZ,Male,No,51.0,25.0,5.0,15.0,16.0,98.0,23:00,7:00,walk,white
7840,0,No,Arts,Visual,Z84OZU,Female,Yes,60.0,8.0,12.0,16.0,19.0,92.0,22:00,6:00,private transport,blue
7841,1,No,Clubs,Visual,C71UL6,Male,Yes,70.0,14.0,10.0,15.0,15.0,93.0,22:00,6:00,private transport,red
7842,1,No,Sports,Auditory,RXQD4U,Male,Yes,63.0,23.0,5.0,15.0,13.0,94.0,22:30,6:30,private transport,blue
7843,2,No,None,Auditory,QW4NHH,Female,No,60.0,1.0,21.0,16.0,18.0,98.0,21:30,5:30,public transport,black
7844,2,Yes,Sports,Visual,ZGR449,Male,No,66.0,10.0,5.0,15.0,17.0,90.0,23:30,6:30,private transport,green
7845,1,Yes,SPORTS,Auditory,Q51R43,Female,Yes,54.0,17.0,8.0,16.0,18.0,90.0,21:30,5:30,public transport,blue
7846,1,No,Clubs,Auditory,O6GC8H,Female,Yes,70.0,19.0,9.0,6.0,18.0,94.0,21:00,5:00,public transport,red
7847,0,No,None,Visual,610DWB,Female,Yes,90.0,23.0,0.0,16.0,10.0,95.0,23:00,7:00,walk,yellow
7848,0,No,Clubs,Auditory,52YLH3,Female,No,79.0,11.0,10.0,16.0,9.0,90.0,22:30,6:30,private transport,yellow
7849,0,No,None,Auditory,MYTY5G,Female,Yes,93.0,0.0,25.0,16.0,5.0,90.0,23:30,6:30,private transport,black
7850,0,Yes,Sports,Auditory,04OI98,Male,Yes,80.0,15.0,5.0,15.0,7.0,94.0,22:30,6:30,private transport,black
7851,0,Yes,Arts,Auditory,FGCM5J,Female,Yes,73.0,7.0,9.0,16.0,10.0,91.0,22:00,6:00,private transport,black
7852,1,No,None,Auditory,2F8UI0,Female,Yes,66.0,7.0,20.0,16.0,19.0,94.0,23:00,7:00,walk,green
7853,2,No,Arts,Visual,2QLNJ3,Male,Yes,72.0,19.0,3.0,16.0,14.0,92.0,22:00,6:00,private transport,green
7854,1,Yes,Arts,Auditory,D5QJWU,Female,No,42.0,13.0,15.0,15.0,1.0,97.0,22:30,6:30,private transport,blue
7855,2,No,Arts,Auditory,34L6X1,Female,Yes,,6.0,13.0,16.0,16.0,95.0,21:30,5:30,public transport,green
7856,0,No,Clubs,Auditory,C2RM63,Female,Yes,71.0,9.0,14.0,16.0,14.0,94.0,21:00,5:00,public transport,green
7857,2,No,None,Auditory,621JOU,Male,Yes,68.0,16.0,3.0,15.0,11.0,97.0,21:30,5:30,public transport,red
7858,2,Yes,None,Visual,5AWK59,Male,Yes,81.0,15.0,3.0,16.0,9.0,95.0,23:00,7:00,walk,blue
7859,0,No,None,Visual,12JUVZ,Male,Yes,74.0,21.0,3.0,16.0,14.0,93.0,21:30,5:30,public transport,red
7860,0,Yes,Sports,Visual,JZ8WU7,Female,Yes,86.0,7.0,9.0,15.0,7.0,92.0,22:00,6:00,private transport,blue
7861,1,No,Sports,Auditory,236V9B,Male,No,48.0,17.0,8.0,15.0,11.0,92.0,22:30,6:30,private transport,white
7862,1,No,Arts,Auditory,H66RY9,Male,No,48.0,10.0,15.0,15.0,7.0,73.0,23:30,5:30,public transport,white
7863,0,No,None,Visual,73CT37,Female,Yes,77.0,15.0,13.0,15.0,5.0,94.0,23:00,7:00,walk,yellow
7864,0,No,Sports,Auditory,K2DZT8,Male,Yes,67.0,20.0,2.0,15.0,10.0,99.0,23:00,7:00,walk,black
7865,0,No,None,Auditory,NEIZ17,Male,Yes,87.0,22.0,0.0,16.0,8.0,93.0,23:00,7:00,walk,green
7866,2,No,None,Visual,JQD9TH,Female,Yes,60.0,1.0,21.0,15.0,17.0,92.0,22:00,5:00,public transport,blue
7867,1,No,Sports,Visual,2BJGBB,Female,No,54.0,12.0,18.0,15.0,15.0,93.0,23:00,7:00,walk,yellow
7868,1,No,Arts,Visual,MK3JFC,Male,No,55.0,23.0,3.0,16.0,6.0,100.0,22:30,6:30,private transport,yellow
7869,2,No,Arts,Visual,Y21UEU,Female,Yes,59.0,21.0,1.0,15.0,6.0,100.0,22:30,6:30,private transport,blue
7870,0,Yes,None,Visual,R8TLF8,Male,No,74.0,13.0,2.0,6.0,17.0,94.0,23:00,7:00,walk,yellow
7871,2,No,Arts,Visual,7RYVEW,Female,Y,,11.0,8.0,16.0,8.0,91.0,21:30,5:30,public transport,white
7872,0,Yes,Clubs,Auditory,CEDA9U,Female,Yes,75.0,13.0,2.0,15.0,8.0,97.0,21:00,5:00,public transport,black
7873,0,No,Sports,Auditory,0W23VE,Female,No,57.0,1.0,21.0,16.0,14.0,92.0,22:30,6:30,private transport,green
7874,2,No,Arts,Visual,T5PMVS,Female,Yes,73.0,11.0,10.0,6.0,19.0,96.0,21:30,5:30,public transport,red
7875,1,No,Clubs,Auditory,LTV6DA,Male,Yes,68.0,16.0,6.0,15.0,10.0,98.0,21:30,5:30,public transport,blue
7876,0,No,Arts,Auditory,XC58GQ,Female,N,54.0,2.0,19.0,16.0,9.0,94.0,23:00,7:00,walk,yellow
7877,0,No,None,Auditory,TOLYT4,Male,Yes,94.0,11.0,10.0,16.0,6.0,91.0,21:00,5:00,public transport,blue
7878,1,Yes,Clubs,Visual,1C5AON,Male,Yes,52.0,21.0,4.0,15.0,8.0,94.0,23:00,7:00,walk,blue
7879,1,No,Sports,Auditory,ASP86A,Female,No,52.0,29.0,1.0,15.0,18.0,92.0,21:30,5:30,public transport,red
7880,1,Yes,Sports,Visual,KGUVYT,Female,No,58.0,26.0,1.0,16.0,6.0,,21:30,5:30,public transport,blue
7881,1,No,Arts,Auditory,0JGIYB,Male,N,53.0,16.0,13.0,16.0,8.0,96.0,21:30,5:30,public transport,red
7882,0,No,None,Auditory,JDUEUL,Female,Yes,76.0,16.0,7.0,15.0,7.0,99.0,22:00,6:00,private transport,black
7883,1,Yes,Clubs,Auditory,LW1DT0,Female,Yes,71.0,5.0,14.0,16.0,6.0,91.0,22:00,6:00,private transport,white
7884,1,Yes,None,Auditory,LCU308,Female,Y,71.0,11.0,10.0,16.0,19.0,94.0,22:30,6:30,private transport,red
7885,0,No,Sports,Auditory,0KKX0E,Male,Yes,65.0,14.0,8.0,16.0,17.0,93.0,22:30,6:30,private transport,black
7886,1,No,Arts,Auditory,ZKI5RK,Female,No,52.0,12.0,13.0,16.0,17.0,97.0,22:30,6:30,private transport,blue
7887,0,No,Arts,Auditory,WPIQ63,Male,N,60.0,15.0,12.0,16.0,12.0,92.0,23:00,7:00,walk,yellow
7888,0,Yes,Clubs,Visual,RJA40X,Male,No,78.0,15.0,3.0,15.0,7.0,96.0,22:30,6:30,private transport,blue
7889,2,No,Clubs,Auditory,QNMC7Y,Female,Yes,51.0,17.0,1.0,16.0,13.0,96.0,23:00,7:00,walk,yellow
7890,1,No,Sports,Auditory,KQ4IDK,Male,Yes,61.0,13.0,9.0,16.0,17.0,96.0,23:00,7:00,walk,red
7891,1,No,Clubs,Auditory,SULU8H,Female,No,54.0,27.0,3.0,15.0,17.0,91.0,22:00,6:00,private transport,red
7892,0,Yes,None,Auditory,FCEI0U,Male,No,79.0,12.0,8.0,16.0,6.0,91.0,21:00,5:00,public transport,green
7893,2,No,Sports,Visual,HWDSYU,Female,No,,12.0,5.0,16.0,8.0,,21:00,5:00,public transport,yellow
7894,0,Yes,None,Visual,KFINSC,Female,Yes,85.0,6.0,10.0,15.0,7.0,95.0,22:30,6:30,private transport,green
7895,0,Yes,None,Visual,7F7PPB,Male,No,81.0,11.0,4.0,16.0,7.0,93.0,23:00,7:00,walk,black
7896,2,No,None,Visual,XTS5N3,Female,No,72.0,17.0,6.0,16.0,19.0,97.0,22:30,6:30,private transport,white
7897,2,No,None,Visual,LUYZCR,Male,Yes,67.0,16.0,5.0,16.0,6.0,90.0,23:00,7:00,walk,black
7898,0,No,Clubs,Visual,RRHRR9,Male,Yes,80.0,19.0,5.0,15.0,8.0,96.0,21:00,5:00,public transport,white
7899,1,No,Sports,Visual,2CJF15,Male,No,46.0,22.0,8.0,15.0,7.0,99.0,23:00,7:00,walk,red
7900,1,No,Sports,Visual,OF36L4,Male,Yes,74.0,26.0,2.0,15.0,8.0,99.0,21:00,5:00,public transport,yellow
7901,2,No,Sports,Auditory,C9FSGL,Female,Yes,70.0,21.0,0.0,15.0,12.0,95.0,22:00,6:00,private transport,blue
7902,1,No,Sports,Auditory,5OYE2U,Female,No,50.0,1.0,24.0,16.0,8.0,93.0,22:30,6:30,private transport,red
7903,0,No,None,Auditory,MGA1GB,Male,Yes,93.0,22.0,3.0,16.0,7.0,97.0,21:30,5:30,public transport,red
7904,0,No,Arts,Visual,7UFIUD,Male,Yes,74.0,20.0,4.0,15.0,6.0,93.0,21:00,5:00,public transport,black
7905,2,No,Sports,Auditory,3RUGHY,Male,Yes,70.0,14.0,5.0,15.0,7.0,100.0,22:30,6:30,private transport,red
7906,1,No,Arts,Visual,NH9IV2,Female,Yes,76.0,21.0,4.0,15.0,11.0,94.0,23:00,7:00,walk,black
7907,1,Yes,None,Auditory,3RL3ZA,Male,Yes,,15.0,2.0,15.0,6.0,95.0,21:00,5:00,public transport,blue
7908,2,No,Arts,Visual,BQ73NG,Male,Yes,74.0,22.0,0.0,15.0,18.0,97.0,22:00,6:00,private transport,yellow
7909,0,No,Sports,Auditory,VP230B,Male,Yes,76.0,11.0,11.0,16.0,8.0,93.0,21:00,5:00,public transport,yellow
7910,2,No,Sports,Auditory,A8W98F,Male,No,42.0,10.0,12.0,16.0,9.0,95.0,22:30,6:30,private transport,white
7911,1,No,Clubs,Auditory,UY2EUX,Female,Yes,54.0,3.0,21.0,16.0,17.0,91.0,22:00,6:00,private transport,white
7912,0,No,None,Visual,ZYX7M9,Female,Yes,91.0,14.0,9.0,6.0,10.0,100.0,22:00,6:00,private transport,white
7913,1,Yes,Clubs,Visual,XWOL59,Female,Yes,92.0,0.0,21.0,15.0,6.0,97.0,23:00,7:00,walk,red
7914,1,No,Sports,Auditory,KBI7JK,Male,Yes,55.0,16.0,6.0,15.0,6.0,95.0,23:00,7:00,walk,white
7915,1,No,Arts,Auditory,2WONXJ,Female,Yes,64.0,7.0,17.0,16.0,18.0,98.0,21:00,5:00,public transport,black
